DATETIME,OPEN,HIGH,LOW,CLOSE
2015-08-04-00:00,1.434830211,1.442004362,1.42765606,1.434830211
2015-08-04-01:00,1.434977863,1.442152752,1.427802973,1.434977863
2015-08-04-02:00,1.435125379,1.442301006,1.427949752,1.435125379
2015-08-04-03:00,1.43527276,1.442449124,1.428096396,1.43527276
2015-08-04-04:00,1.435420006,1.442597106,1.428242906,1.435420006
2015-08-04-05:00,1.435567116,1.442744952,1.428389281,1.435567116
2015-08-04-06:00,1.435714091,1.442892662,1.428535521,1.435714091
2015-08-04-07:00,1.43586093,1.443040235,1.428681626,1.43586093
2015-08-04-08:00,1.436007634,1.443187672,1.428827596,1.436007634
2015-08-04-09:00,1.436154201,1.443334972,1.42897343,1.436154201
2015-08-04-10:00,1.436300632,1.443482135,1.429119129,1.436300632
2015-08-04-11:00,1.436446927,1.443629162,1.429264692,1.436446927
2015-08-04-12:00,1.436593085,1.443776051,1.42941012,1.436593085
2015-08-04-13:00,1.436739107,1.443922803,1.429555412,1.436739107
2015-08-04-14:00,1.436884992,1.444069417,1.429700567,1.436884992
2015-08-04-15:00,1.437030741,1.444215894,1.429845587,1.437030741
2015-08-04-16:00,1.437176352,1.444362234,1.42999047,1.437176352
2015-08-04-17:00,1.437321826,1.444508435,1.430135217,1.437321826
2015-08-04-18:00,1.437467162,1.444654498,1.430279827,1.437467162
2015-08-04-19:00,1.437612362,1.444800423,1.4304243,1.437612362
2015-08-04-20:00,1.437757423,1.44494621,1.430568636,1.437757423
2015-08-04-21:00,1.437902347,1.445091859,1.430712835,1.437902347
2015-08-04-22:00,1.438047133,1.445237369,1.430856897,1.438047133
2015-08-04-23:00,1.438191781,1.44538274,1.431000822,1.438191781
2015-08-05-00:00,1.438336291,1.445527972,1.431144609,1.438336291
2015-08-05-01:00,1.438480662,1.445673065,1.431288259,1.438480662
2015-08-05-02:00,1.438624895,1.445818019,1.43143177,1.438624895
2015-08-05-03:00,1.438768989,1.445962834,1.431575144,1.438768989
2015-08-05-04:00,1.438912944,1.446107509,1.43171838,1.438912944
2015-08-05-05:00,1.439056761,1.446252045,1.431861477,1.439056761
2015-08-05-06:00,1.439200439,1.446396441,1.432004436,1.439200439
2015-08-05-07:00,1.439343977,1.446540697,1.432147257,1.439343977
2015-08-05-08:00,1.439487376,1.446684813,1.432289939,1.439487376
2015-08-05-09:00,1.439630635,1.446828788,1.432432482,1.439630635
2015-08-05-10:00,1.439773755,1.446972624,1.432574886,1.439773755
2015-08-05-11:00,1.439916735,1.447116319,1.432717152,1.439916735
2015-08-05-12:00,1.440059575,1.447259873,1.432859277,1.440059575
2015-08-05-13:00,1.440202275,1.447403287,1.433001264,1.440202275
2015-08-05-14:00,1.440344835,1.44754656,1.433143111,1.440344835
2015-08-05-15:00,1.440487255,1.447689691,1.433284819,1.440487255
2015-08-05-16:00,1.440629534,1.447832682,1.433426386,1.440629534
2015-08-05-17:00,1.440771672,1.447975531,1.433567814,1.440771672
2015-08-05-18:00,1.44091367,1.448118238,1.433709102,1.44091367
2015-08-05-19:00,1.441055527,1.448260804,1.433850249,1.441055527
2015-08-05-20:00,1.441197242,1.448403229,1.433991256,1.441197242
2015-08-05-21:00,1.441338817,1.448545511,1.434132123,1.441338817
2015-08-05-22:00,1.44148025,1.448687651,1.434272849,1.44148025
2015-08-05-23:00,1.441621542,1.44882965,1.434413434,1.441621542
2015-08-06-00:00,1.441762692,1.448971505,1.434553878,1.441762692
2015-08-06-01:00,1.4419037,1.449113219,1.434694182,1.4419037
2015-08-06-02:00,1.442044567,1.449254789,1.434834344,1.442044567
2015-08-06-03:00,1.442185291,1.449396217,1.434974364,1.442185291
2015-08-06-04:00,1.442325873,1.449537502,1.435114244,1.442325873
2015-08-06-05:00,1.442466313,1.449678644,1.435253981,1.442466313
2015-08-06-06:00,1.44260661,1.449819643,1.435393577,1.44260661
2015-08-06-07:00,1.442746765,1.449960499,1.435533031,1.442746765
2015-08-06-08:00,1.442886777,1.450101211,1.435672343,1.442886777
2015-08-06-09:00,1.443026646,1.450241779,1.435811513,1.443026646
2015-08-06-10:00,1.443166372,1.450382204,1.43595054,1.443166372
2015-08-06-11:00,1.443305955,1.450522485,1.436089425,1.443305955
2015-08-06-12:00,1.443445395,1.450662622,1.436228168,1.443445395
2015-08-06-13:00,1.443584691,1.450802614,1.436366767,1.443584691
2015-08-06-14:00,1.443723844,1.450942463,1.436505224,1.443723844
2015-08-06-15:00,1.443862852,1.451082167,1.436643538,1.443862852
2015-08-06-16:00,1.444001717,1.451221726,1.436781709,1.444001717
2015-08-06-17:00,1.444140438,1.451361141,1.436919736,1.444140438
2015-08-06-18:00,1.444279015,1.45150041,1.43705762,1.444279015
2015-08-06-19:00,1.444417448,1.451639535,1.437195361,1.444417448
2015-08-06-20:00,1.444555736,1.451778515,1.437332957,1.444555736
2015-08-06-21:00,1.44469388,1.451917349,1.43747041,1.44469388
2015-08-06-22:00,1.444831879,1.452056038,1.437607719,1.444831879
2015-08-06-23:00,1.444969733,1.452194581,1.437744884,1.444969733
2015-08-07-00:00,1.445107442,1.452332979,1.437881905,1.445107442
2015-08-07-01:00,1.445245006,1.452471231,1.438018781,1.445245006
2015-08-07-02:00,1.445382425,1.452609337,1.438155512,1.445382425
2015-08-07-03:00,1.445519698,1.452747296,1.438292099,1.445519698
2015-08-07-04:00,1.445656826,1.45288511,1.438428542,1.445656826
2015-08-07-05:00,1.445793808,1.453022777,1.438564839,1.445793808
2015-08-07-06:00,1.445930644,1.453160298,1.438700991,1.445930644
2015-08-07-07:00,1.446067335,1.453297672,1.438836998,1.446067335
2015-08-07-08:00,1.446203879,1.453434899,1.43897286,1.446203879
2015-08-07-09:00,1.446340278,1.453571979,1.439108576,1.446340278
2015-08-07-10:00,1.446476529,1.453708912,1.439244147,1.446476529
2015-08-07-11:00,1.446612635,1.453845698,1.439379572,1.446612635
2015-08-07-12:00,1.446748594,1.453982337,1.439514851,1.446748594
2015-08-07-13:00,1.446884406,1.454118828,1.439649984,1.446884406
2015-08-07-14:00,1.447020071,1.454255171,1.43978497,1.447020071
2015-08-07-15:00,1.447155589,1.454391367,1.439919811,1.447155589
2015-08-07-16:00,1.44729096,1.454527415,1.440054505,1.44729096
2015-08-09-17:00,1.447426184,1.454663314,1.440189053,1.447426184
2015-08-09-18:00,1.44756126,1.454799066,1.440323454,1.44756126
2015-08-09-19:00,1.447696189,1.454934669,1.440457708,1.447696189
2015-08-09-20:00,1.44783097,1.455070124,1.440591815,1.44783097
2015-08-09-21:00,1.447965603,1.455205431,1.440725775,1.447965603
2015-08-09-22:00,1.448100088,1.455340588,1.440859587,1.448100088
2015-08-09-23:00,1.448234425,1.455475597,1.440993253,1.448234425
2015-08-10-00:00,1.448368614,1.455610457,1.441126771,1.448368614
2015-08-10-01:00,1.448502654,1.455745168,1.441260141,1.448502654
2015-08-10-02:00,1.448636546,1.455879729,1.441393364,1.448636546
2015-08-10-03:00,1.44877029,1.456014141,1.441526438,1.44877029
2015-08-10-04:00,1.448903884,1.456148404,1.441659365,1.448903884
2015-08-10-05:00,1.44903733,1.456282517,1.441792143,1.44903733
2015-08-10-06:00,1.449170627,1.45641648,1.441924774,1.449170627
2015-08-10-07:00,1.449303774,1.456550293,1.442057255,1.449303774
2015-08-10-08:00,1.449436772,1.456683956,1.442189588,1.449436772
2015-08-10-09:00,1.449569621,1.456817469,1.442321773,1.449569621
2015-08-10-10:00,1.44970232,1.456950832,1.442453809,1.44970232
2015-08-10-11:00,1.44983487,1.457084044,1.442585695,1.44983487
2015-08-10-12:00,1.449967269,1.457217106,1.442717433,1.449967269
2015-08-10-13:00,1.450099519,1.457350017,1.442849021,1.450099519
2015-08-10-14:00,1.450231619,1.457482777,1.44298046,1.450231619
2015-08-10-15:00,1.450363568,1.457615386,1.44311175,1.450363568
2015-08-10-16:00,1.450495367,1.457747844,1.44324289,1.450495367
2015-08-10-17:00,1.450627015,1.45788015,1.44337388,1.450627015
2015-08-10-18:00,1.450758513,1.458012306,1.443504721,1.450758513
2015-08-10-19:00,1.45088986,1.45814431,1.443635411,1.45088986
2015-08-10-20:00,1.451021056,1.458276162,1.443765951,1.451021056
2015-08-10-21:00,1.451152102,1.458407862,1.443896341,1.451152102
2015-08-10-22:00,1.451282996,1.458539411,1.444026581,1.451282996
2015-08-10-23:00,1.451413738,1.458670807,1.44415667,1.451413738
2015-08-11-00:00,1.45154433,1.458802051,1.444286608,1.45154433
2015-08-11-01:00,1.451674769,1.458933143,1.444416396,1.451674769
2015-08-11-02:00,1.451805058,1.459064083,1.444546032,1.451805058
2015-08-11-03:00,1.451935194,1.45919487,1.444675518,1.451935194
2015-08-11-04:00,1.452065178,1.459325504,1.444804852,1.452065178
2015-08-11-05:00,1.452195011,1.459455986,1.444934036,1.452195011
2015-08-11-06:00,1.452324691,1.459586314,1.445063067,1.452324691
2015-08-11-07:00,1.452454218,1.45971649,1.445191947,1.452454218
2015-08-11-08:00,1.452583594,1.459846512,1.445320676,1.452583594
2015-08-11-09:00,1.452712817,1.459976381,1.445449252,1.452712817
2015-08-11-10:00,1.452841887,1.460106096,1.445577677,1.452841887
2015-08-11-11:00,1.452970804,1.460235658,1.44570595,1.452970804
2015-08-11-12:00,1.453099568,1.460365066,1.44583407,1.453099568
2015-08-11-13:00,1.453228179,1.46049432,1.445962038,1.453228179
2015-08-11-14:00,1.453356637,1.46062342,1.446089854,1.453356637
2015-08-11-15:00,1.453484942,1.460752366,1.446217517,1.453484942
2015-08-11-16:00,1.453613093,1.460881158,1.446345027,1.453613093
2015-08-11-17:00,1.45374109,1.461009795,1.446472385,1.45374109
2015-08-11-18:00,1.453868934,1.461138278,1.446599589,1.453868934
2015-08-11-19:00,1.453996624,1.461266607,1.44672664,1.453996624
2015-08-11-20:00,1.454124159,1.46139478,1.446853539,1.454124159
2015-08-11-21:00,1.454251541,1.461522799,1.446980283,1.454251541
2015-08-11-22:00,1.454378769,1.461650662,1.447106875,1.454378769
2015-08-11-23:00,1.454505842,1.461778371,1.447233312,1.454505842
2015-08-12-00:00,1.45463276,1.461905924,1.447359596,1.45463276
2015-08-12-01:00,1.454759524,1.462033322,1.447485727,1.454759524
2015-08-12-02:00,1.454886133,1.462160564,1.447611703,1.454886133
2015-08-12-03:00,1.455012588,1.462287651,1.447737525,1.455012588
2015-08-12-04:00,1.455138887,1.462414581,1.447863192,1.455138887
2015-08-12-05:00,1.455265031,1.462541356,1.447988706,1.455265031
2015-08-12-06:00,1.45539102,1.462667975,1.448114065,1.45539102
2015-08-12-07:00,1.455516853,1.462794438,1.448239269,1.455516853
2015-08-12-08:00,1.455642531,1.462920744,1.448364319,1.455642531
2015-08-12-09:00,1.455768054,1.463046894,1.448489213,1.455768054
2015-08-12-10:00,1.45589342,1.463172887,1.448613953,1.45589342
2015-08-12-11:00,1.456018631,1.463298724,1.448738538,1.456018631
2015-08-12-12:00,1.456143686,1.463424404,1.448862967,1.456143686
2015-08-12-13:00,1.456268584,1.463549927,1.448987241,1.456268584
2015-08-12-14:00,1.456393326,1.463675293,1.44911136,1.456393326
2015-08-12-15:00,1.456517912,1.463800502,1.449235323,1.456517912
2015-08-12-16:00,1.456642341,1.463925553,1.44935913,1.456642341
2015-08-12-17:00,1.456766614,1.464050447,1.449482781,1.456766614
2015-08-12-18:00,1.45689073,1.464175184,1.449606276,1.45689073
2015-08-12-19:00,1.457014689,1.464299763,1.449729616,1.457014689
2015-08-12-20:00,1.457138491,1.464424184,1.449852799,1.457138491
2015-08-12-21:00,1.457262136,1.464548447,1.449975825,1.457262136
2015-08-12-22:00,1.457385624,1.464672552,1.450098695,1.457385624
2015-08-12-23:00,1.457508954,1.464796499,1.450221409,1.457508954
2015-08-13-00:00,1.457632127,1.464920287,1.450343966,1.457632127
2015-08-13-01:00,1.457755142,1.465043917,1.450466366,1.457755142
2015-08-13-02:00,1.457877999,1.465167389,1.450588609,1.457877999
2015-08-13-03:00,1.458000698,1.465290702,1.450710695,1.458000698
2015-08-13-04:00,1.45812324,1.465413856,1.450832624,1.45812324
2015-08-13-05:00,1.458245623,1.465536851,1.450954395,1.458245623
2015-08-13-06:00,1.458367848,1.465659687,1.451076009,1.458367848
2015-08-13-07:00,1.458489915,1.465782365,1.451197465,1.458489915
2015-08-13-08:00,1.458611823,1.465904882,1.451318764,1.458611823
2015-08-13-09:00,1.458733573,1.466027241,1.451439905,1.458733573
2015-08-13-10:00,1.458855164,1.466149439,1.451560888,1.458855164
2015-08-13-11:00,1.458976596,1.466271479,1.451681713,1.458976596
2015-08-13-12:00,1.459097869,1.466393358,1.451802379,1.459097869
2015-08-13-13:00,1.459218983,1.466515078,1.451922888,1.459218983
2015-08-13-14:00,1.459339937,1.466636637,1.452043238,1.459339937
2015-08-13-15:00,1.459460733,1.466758036,1.452163429,1.459460733
2015-08-13-16:00,1.459581369,1.466879276,1.452283462,1.459581369
2015-08-13-17:00,1.459701845,1.467000354,1.452403336,1.459701845
2015-08-13-18:00,1.459822162,1.467121272,1.452523051,1.459822162
2015-08-13-19:00,1.459942319,1.46724203,1.452642607,1.459942319
2015-08-13-20:00,1.460062315,1.467362627,1.452762004,1.460062315
2015-08-13-21:00,1.460182152,1.467483063,1.452881241,1.460182152
2015-08-13-22:00,1.460301829,1.467603338,1.45300032,1.460301829
2015-08-13-23:00,1.460421345,1.467723452,1.453119238,1.460421345
2015-08-14-00:00,1.460540701,1.467843405,1.453237998,1.460540701
2015-08-14-01:00,1.460659896,1.467963196,1.453356597,1.460659896
2015-08-14-02:00,1.460778931,1.468082826,1.453475037,1.460778931
2015-08-14-03:00,1.460897805,1.468202294,1.453593316,1.460897805
2015-08-14-04:00,1.461016518,1.468321601,1.453711436,1.461016518
2015-08-14-05:00,1.46113507,1.468440745,1.453829395,1.46113507
2015-08-14-06:00,1.461253461,1.468559728,1.453947194,1.461253461
2015-08-14-07:00,1.461371691,1.468678549,1.454064832,1.461371691
2015-08-14-08:00,1.461489759,1.468797208,1.45418231,1.461489759
2015-08-14-09:00,1.461607666,1.468915704,1.454299627,1.461607666
2015-08-14-10:00,1.461725411,1.469034038,1.454416784,1.461725411
2015-08-14-11:00,1.461842994,1.469152209,1.454533779,1.461842994
2015-08-14-12:00,1.461960416,1.469270218,1.454650614,1.461960416
2015-08-14-13:00,1.462077676,1.469388064,1.454767287,1.462077676
2015-08-14-14:00,1.462194773,1.469505747,1.454883799,1.462194773
2015-08-14-15:00,1.462311708,1.469623267,1.45500015,1.462311708
2015-08-14-16:00,1.462428481,1.469740624,1.455116339,1.462428481
2015-08-16-17:00,1.462545092,1.469857818,1.455232367,1.462545092
2015-08-16-18:00,1.46266154,1.469974848,1.455348232,1.46266154
2015-08-16-19:00,1.462777826,1.470091715,1.455463936,1.462777826
2015-08-16-20:00,1.462893948,1.470208418,1.455579478,1.462893948
2015-08-16-21:00,1.463009908,1.470324957,1.455694858,1.463009908
2015-08-16-22:00,1.463125705,1.470441333,1.455810076,1.463125705
2015-08-16-23:00,1.463241338,1.470557545,1.455925132,1.463241338
2015-08-17-00:00,1.463356809,1.470673593,1.456040025,1.463356809
2015-08-17-01:00,1.463472116,1.470789476,1.456154755,1.463472116
2015-08-17-02:00,1.463587259,1.470905195,1.456269323,1.463587259
2015-08-17-03:00,1.463702239,1.47102075,1.456383728,1.463702239
2015-08-17-04:00,1.463817055,1.471136141,1.45649797,1.463817055
2015-08-17-05:00,1.463931708,1.471251366,1.456612049,1.463931708
2015-08-17-06:00,1.464046196,1.471366427,1.456725965,1.464046196
2015-08-17-07:00,1.464160521,1.471481323,1.456839718,1.464160521
2015-08-17-08:00,1.464274681,1.471596054,1.456953308,1.464274681
2015-08-17-09:00,1.464388677,1.47171062,1.457066734,1.464388677
2015-08-17-10:00,1.464502509,1.471825021,1.457179996,1.464502509
2015-08-17-11:00,1.464616176,1.471939257,1.457293095,1.464616176
2015-08-17-12:00,1.464729678,1.472053327,1.45740603,1.464729678
2015-08-17-13:00,1.464843016,1.472167231,1.457518801,1.464843016
2015-08-17-14:00,1.464956189,1.47228097,1.457631408,1.464956189
2015-08-17-15:00,1.465069197,1.472394543,1.457743851,1.465069197
2015-08-17-16:00,1.46518204,1.47250795,1.45785613,1.46518204
2015-08-17-17:00,1.465294718,1.472621191,1.457968244,1.465294718
2015-08-17-18:00,1.46540723,1.472734266,1.458080194,1.46540723
2015-08-17-19:00,1.465519577,1.472847175,1.458191979,1.465519577
2015-08-17-20:00,1.465631759,1.472959917,1.4583036,1.465631759
2015-08-17-21:00,1.465743774,1.473072493,1.458415056,1.465743774
2015-08-17-22:00,1.465855625,1.473184903,1.458526346,1.465855625
2015-08-17-23:00,1.465967309,1.473297145,1.458637472,1.465967309
2015-08-18-00:00,1.466078827,1.473409221,1.458748433,1.466078827
2015-08-18-01:00,1.466190179,1.47352113,1.458859229,1.466190179
2015-08-18-02:00,1.466301365,1.473632872,1.458969859,1.466301365
2015-08-18-03:00,1.466412385,1.473744447,1.459080323,1.466412385
2015-08-18-04:00,1.466523239,1.473855855,1.459190622,1.466523239
2015-08-18-05:00,1.466633925,1.473967095,1.459300756,1.466633925
2015-08-18-06:00,1.466744445,1.474078168,1.459410723,1.466744445
2015-08-18-07:00,1.466854799,1.474189073,1.459520525,1.466854799
2015-08-18-08:00,1.466964985,1.47429981,1.459630161,1.466964985
2015-08-18-09:00,1.467075005,1.47441038,1.45973963,1.467075005
2015-08-18-10:00,1.467184858,1.474520782,1.459848933,1.467184858
2015-08-18-11:00,1.467294543,1.474631016,1.45995807,1.467294543
2015-08-18-12:00,1.467404061,1.474741081,1.460067041,1.467404061
2015-08-18-13:00,1.467513412,1.474850979,1.460175845,1.467513412
2015-08-18-14:00,1.467622595,1.474960708,1.460284482,1.467622595
2015-08-18-15:00,1.46773161,1.475070268,1.460392952,1.46773161
2015-08-18-16:00,1.467840458,1.47517966,1.460501256,1.467840458
2015-08-18-17:00,1.467949138,1.475288884,1.460609392,1.467949138
2015-08-18-18:00,1.46805765,1.475397938,1.460717362,1.46805765
2015-08-18-19:00,1.468165994,1.475506824,1.460825164,1.468165994
2015-08-18-20:00,1.46827417,1.475615541,1.460932799,1.46827417
2015-08-18-21:00,1.468382177,1.475724088,1.461040266,1.468382177
2015-08-18-22:00,1.468490016,1.475832466,1.461147566,1.468490016
2015-08-18-23:00,1.468597687,1.475940675,1.461254698,1.468597687
2015-08-19-00:00,1.468705189,1.476048715,1.461361663,1.468705189
2015-08-19-01:00,1.468812522,1.476156585,1.46146846,1.468812522
2015-08-19-02:00,1.468919687,1.476264285,1.461575088,1.468919687
2015-08-19-03:00,1.469026682,1.476371816,1.461681549,1.469026682
2015-08-19-04:00,1.469133509,1.476479176,1.461787841,1.469133509
2015-08-19-05:00,1.469240166,1.476586367,1.461893965,1.469240166
2015-08-19-06:00,1.469346654,1.476693388,1.461999921,1.469346654
2015-08-19-07:00,1.469452973,1.476800238,1.462105708,1.469452973
2015-08-19-08:00,1.469559123,1.476906918,1.462211327,1.469559123
2015-08-19-09:00,1.469665103,1.477013428,1.462316777,1.469665103
2015-08-19-10:00,1.469770913,1.477119767,1.462422058,1.469770913
2015-08-19-11:00,1.469876553,1.477225936,1.46252717,1.469876553
2015-08-19-12:00,1.469982024,1.477331934,1.462632113,1.469982024
2015-08-19-13:00,1.470087324,1.477437761,1.462736888,1.470087324
2015-08-19-14:00,1.470192455,1.477543417,1.462841492,1.470192455
2015-08-19-15:00,1.470297415,1.477648902,1.462945928,1.470297415
2015-08-19-16:00,1.470402205,1.477754216,1.463050194,1.470402205
2015-08-19-17:00,1.470506824,1.477859358,1.46315429,1.470506824
2015-08-19-18:00,1.470611273,1.47796433,1.463258217,1.470611273
2015-08-19-19:00,1.470715552,1.47806913,1.463361974,1.470715552
2015-08-19-20:00,1.47081966,1.478173758,1.463465561,1.47081966
2015-08-19-21:00,1.470923596,1.478278214,1.463568978,1.470923596
2015-08-19-22:00,1.471027362,1.478382499,1.463672226,1.471027362
2015-08-19-23:00,1.471130957,1.478486612,1.463775303,1.471130957
2015-08-20-00:00,1.471234381,1.478590553,1.463878209,1.471234381
2015-08-20-01:00,1.471337634,1.478694322,1.463980946,1.471337634
2015-08-20-02:00,1.471440715,1.478797919,1.464083511,1.471440715
2015-08-20-03:00,1.471543625,1.478901343,1.464185907,1.471543625
2015-08-20-04:00,1.471646363,1.479004595,1.464288131,1.471646363
2015-08-20-05:00,1.47174893,1.479107674,1.464390185,1.47174893
2015-08-20-06:00,1.471851325,1.479210581,1.464492068,1.471851325
2015-08-20-07:00,1.471953548,1.479313315,1.46459378,1.471953548
2015-08-20-08:00,1.472055599,1.479415877,1.464695321,1.472055599
2015-08-20-09:00,1.472157478,1.479518265,1.46479669,1.472157478
2015-08-20-10:00,1.472259184,1.47962048,1.464897889,1.472259184
2015-08-20-11:00,1.472360719,1.479722523,1.464998915,1.472360719
2015-08-20-12:00,1.472462081,1.479824392,1.465099771,1.472462081
2015-08-20-13:00,1.472563271,1.479926087,1.465200455,1.472563271
2015-08-20-14:00,1.472664288,1.48002761,1.465300967,1.472664288
2015-08-20-15:00,1.472765133,1.480128958,1.465401307,1.472765133
2015-08-20-16:00,1.472865805,1.480230134,1.465501475,1.472865805
2015-08-20-17:00,1.472966303,1.480331135,1.465601472,1.472966303
2015-08-20-18:00,1.473066629,1.480431963,1.465701296,1.473066629
2015-08-20-19:00,1.473166782,1.480532616,1.465800948,1.473166782
2015-08-20-20:00,1.473266762,1.480633096,1.465900428,1.473266762
2015-08-20-21:00,1.473366568,1.480733401,1.465999736,1.473366568
2015-08-20-22:00,1.473466201,1.480833532,1.46609887,1.473466201
2015-08-20-23:00,1.473565661,1.480933489,1.466197833,1.473565661
2015-08-21-00:00,1.473664947,1.481033272,1.466296622,1.473664947
2015-08-21-01:00,1.473764059,1.48113288,1.466395239,1.473764059
2015-08-21-02:00,1.473862998,1.481232313,1.466493683,1.473862998
2015-08-21-03:00,1.473961763,1.481331572,1.466591954,1.473961763
2015-08-21-04:00,1.474060354,1.481430655,1.466690052,1.474060354
2015-08-21-05:00,1.47415877,1.481529564,1.466787976,1.47415877
2015-08-21-06:00,1.474257013,1.481628298,1.466885728,1.474257013
2015-08-21-07:00,1.474355081,1.481726857,1.466983306,1.474355081
2015-08-21-08:00,1.474452975,1.48182524,1.46708071,1.474452975
2015-08-21-09:00,1.474550695,1.481923448,1.467177941,1.474550695
2015-08-21-10:00,1.47464824,1.482021481,1.467274998,1.47464824
2015-08-21-11:00,1.47474561,1.482119338,1.467371882,1.47474561
2015-08-21-12:00,1.474842805,1.48221702,1.467468591,1.474842805
2015-08-21-13:00,1.474939826,1.482314525,1.467565127,1.474939826
2015-08-21-14:00,1.475036672,1.482411855,1.467661489,1.475036672
2015-08-21-15:00,1.475133343,1.482509009,1.467757676,1.475133343
2015-08-21-16:00,1.475229838,1.482605988,1.467853689,1.475229838
2015-08-23-17:00,1.475326159,1.482702789,1.467949528,1.475326159
2015-08-23-18:00,1.475422304,1.482799415,1.468045192,1.475422304
2015-08-23-19:00,1.475518273,1.482895865,1.468140682,1.475518273
2015-08-23-20:00,1.475614067,1.482992138,1.468235997,1.475614067
2015-08-23-21:00,1.475709686,1.483088234,1.468331138,1.475709686
2015-08-23-22:00,1.475805129,1.483184154,1.468426103,1.475805129
2015-08-23-23:00,1.475900396,1.483279898,1.468520894,1.475900396
2015-08-24-00:00,1.475995487,1.483375464,1.468615509,1.475995487
2015-08-24-01:00,1.476090402,1.483470854,1.46870995,1.476090402
2015-08-24-02:00,1.476185141,1.483566067,1.468804215,1.476185141
2015-08-24-03:00,1.476279704,1.483661102,1.468898305,1.476279704
2015-08-24-04:00,1.47637409,1.483755961,1.46899222,1.47637409
2015-08-24-05:00,1.4764683,1.483850642,1.469085959,1.4764683
2015-08-24-06:00,1.476562334,1.483945146,1.469179522,1.476562334
2015-08-24-07:00,1.476656191,1.484039472,1.46927291,1.476656191
2015-08-24-08:00,1.476749872,1.484133621,1.469366122,1.476749872
2015-08-24-09:00,1.476843375,1.484227592,1.469459159,1.476843375
2015-08-24-10:00,1.476936702,1.484321386,1.469552019,1.476936702
2015-08-24-11:00,1.477029852,1.484415001,1.469644703,1.477029852
2015-08-24-12:00,1.477122825,1.484508439,1.469737211,1.477122825
2015-08-24-13:00,1.477215621,1.484601699,1.469829543,1.477215621
2015-08-24-14:00,1.477308239,1.484694781,1.469921698,1.477308239
2015-08-24-15:00,1.477400681,1.484787684,1.470013677,1.477400681
2015-08-24-16:00,1.477492945,1.484880409,1.47010548,1.477492945
2015-08-24-17:00,1.477585031,1.484972956,1.470197106,1.477585031
2015-08-24-18:00,1.47767694,1.485065324,1.470288555,1.47767694
2015-08-24-19:00,1.477768671,1.485157514,1.470379828,1.477768671
2015-08-24-20:00,1.477860224,1.485249525,1.470470923,1.477860224
2015-08-24-21:00,1.4779516,1.485341358,1.470561842,1.4779516
2015-08-24-22:00,1.478042797,1.485433011,1.470652583,1.478042797
2015-08-24-23:00,1.478133817,1.485524486,1.470743148,1.478133817
2015-08-25-00:00,1.478224658,1.485615781,1.470833535,1.478224658
2015-08-25-01:00,1.478315321,1.485706898,1.470923745,1.478315321
2015-08-25-02:00,1.478405806,1.485797835,1.471013777,1.478405806
2015-08-25-03:00,1.478496112,1.485888593,1.471103632,1.478496112
2015-08-25-04:00,1.47858624,1.485979171,1.471193309,1.47858624
2015-08-25-05:00,1.47867619,1.486069571,1.471282809,1.47867619
2015-08-25-06:00,1.47876596,1.48615979,1.47137213,1.47876596
2015-08-25-07:00,1.478855552,1.48624983,1.471461274,1.478855552
2015-08-25-08:00,1.478944965,1.48633969,1.47155024,1.478944965
2015-08-25-09:00,1.479034199,1.48642937,1.471639028,1.479034199
2015-08-25-10:00,1.479123254,1.486518871,1.471727638,1.479123254
2015-08-25-11:00,1.47921213,1.486608191,1.47181607,1.47921213
2015-08-25-12:00,1.479300827,1.486697331,1.471904323,1.479300827
2015-08-25-13:00,1.479389344,1.486786291,1.471992398,1.479389344
2015-08-25-14:00,1.479477682,1.486875071,1.472080294,1.479477682
2015-08-25-15:00,1.479565841,1.48696367,1.472168012,1.479565841
2015-08-25-16:00,1.47965382,1.487052089,1.472255551,1.47965382
2015-08-25-17:00,1.479741619,1.487140327,1.472342911,1.479741619
2015-08-25-18:00,1.479829239,1.487228385,1.472430093,1.479829239
2015-08-25-19:00,1.479916678,1.487316262,1.472517095,1.479916678
2015-08-25-20:00,1.480003938,1.487403958,1.472603919,1.480003938
2015-08-25-21:00,1.480091018,1.487491473,1.472690563,1.480091018
2015-08-25-22:00,1.480177918,1.487578807,1.472777028,1.480177918
2015-08-25-23:00,1.480264637,1.487665961,1.472863314,1.480264637
2015-08-26-00:00,1.480351177,1.487752933,1.472949421,1.480351177
2015-08-26-01:00,1.480437536,1.487839723,1.473035348,1.480437536
2015-08-26-02:00,1.480523714,1.487926333,1.473121096,1.480523714
2015-08-26-03:00,1.480609712,1.488012761,1.473206664,1.480609712
2015-08-26-04:00,1.48069553,1.488099007,1.473292052,1.48069553
2015-08-26-05:00,1.480781166,1.488185072,1.47337726,1.480781166
2015-08-26-06:00,1.480866622,1.488270955,1.473462289,1.480866622
2015-08-26-07:00,1.480951897,1.488356657,1.473547138,1.480951897
2015-08-26-08:00,1.481036991,1.488442176,1.473631806,1.481036991
2015-08-26-09:00,1.481121904,1.488527514,1.473716295,1.481121904
2015-08-26-10:00,1.481206636,1.488612669,1.473800603,1.481206636
2015-08-26-11:00,1.481291187,1.488697643,1.473884731,1.481291187
2015-08-26-12:00,1.481375556,1.488782434,1.473968679,1.481375556
2015-08-26-13:00,1.481459744,1.488867043,1.474052446,1.481459744
2015-08-26-14:00,1.481543751,1.48895147,1.474136032,1.481543751
